NombrePlan,ModalidadAtencion,TipoPlan,AmplitudCobertura,PrestacionesRestringidas,Comercializacion,ValorPlan,Copago,Modalidad,GrupoSocioeconomico,GrupoObjetivo,RegionComercializacion,FechaInicioPlan,FechaInfo,CodigoPlan,CodigoIsapre,LineaPlan,Ajusteanual,ModalidadTope,Topeanual,Cobertura parto,Cobertura honorarios,Cobertura copago,ValorCLP,%Cotizacion,Sobre7,ano_mes_inicio,tipo_valor
NORTE CONECTADO 03A,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,En Comercialización,1.6,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2020-04-01,2020-07-01,15-NCON03A-20,107,Z,0.0,UF,5000.0,True,True,False,59200.0,0.0592,False,2020-04,económico
NORTE CONECTADO 04A,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,En Comercialización,1.72,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2020-04-01,2020-07-01,15-NCON04A-20,107,Z,0.0,UF,5000.0,True,True,False,63640.0,0.06364,False,2020-04,económico
NORTE CONECTADO 05A,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,En Comercialización,1.81,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2020-04-01,2020-07-01,15-NCON05A-20,107,Z,0.0,UF,5000.0,True,True,False,66970.0,0.06697,False,2020-04,económico
NORTE CONECTADO 06A,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,En Comercialización,1.94,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2020-04-01,2020-07-01,15-NCON06A-20,107,Z,0.0,UF,5000.0,True,True,False,71780.0,0.07178,True,2020-04,económico
NORTE CONECTADO 07A,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,En Comercialización,2.02,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2020-04-01,2020-07-01,15-NCON07A-20,107,Z,0.0,UF,5000.0,True,True,False,74740.0,0.07474,True,2020-04,económico
NORTE CONECTADO 08A,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,En Comercialización,2.2,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2020-04-01,2020-07-01,15-NCON08A-20,107,Z,0.0,UF,5000.0,True,True,False,81400.0,0.0814,True,2020-04,económico
NORTE CONECTADO 09A,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,En Comercialización,2.45,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2020-04-01,2020-07-01,15-NCON09A-20,107,Z,0.0,UF,5000.0,True,True,False,90650.0,0.09065,True,2020-04,económico
SMART 11A,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,En Comercialización,2.51,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Solo RM,2020-04-01,2020-07-01,13-SMRT11A-20,107,Z,0.0,UF,5000.0,True,True,False,92869.99999999999,0.09286999999999998,True,2020-04,caro
SMART 12A,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,En Comercialización,2.74,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Solo RM,2020-04-01,2020-07-01,13-SMRT12A-20,107,Z,0.0,UF,5000.0,True,True,False,101380.00000000001,0.10138000000000001,True,2020-04,caro
SMART 13A,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,En Comercialización,2.81,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Solo RM,2020-04-01,2020-07-01,13-SMRT13A-20,107,Z,0.0,UF,5000.0,True,True,False,103970.0,0.10397,True,2020-04,caro
SMART 14A,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,En Comercialización,2.95,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Solo RM,2020-04-01,2020-07-01,13-SMRT14A-20,107,Z,0.0,UF,5000.0,True,True,False,109150.0,0.10915,True,2020-04,caro
SMART 20A,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,En Comercialización,4.3,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Solo RM,2020-04-01,2020-07-01,13-SMRT20A-20,107,Z,0.0,UF,5000.0,True,True,False,159100.0,0.1591,True,2020-04,caro
LIBRE ELECCION NACIONAL 04A EMPRESAS,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,En Comercialización,1.53,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2020-05-01,2020-07-01,63-LEN04A-20,107,Z,0.0,UF,5000.0,True,True,False,56610.0,0.05661,False,2020-05,económico
LIBRE ELECCION NACIONAL 05A EMPRESAS,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,En Comercialización,1.69,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2020-05-01,2020-07-01,63-LEN05A-20,107,Z,0.0,UF,5000.0,True,True,False,62530.0,0.06253,False,2020-05,económico
LIBRE ELECCION NACIONAL 06A EMPRESAS,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,En Comercialización,1.77,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2020-05-01,2020-07-01,63-LEN06A-20,107,Z,0.0,UF,5000.0,True,True,False,65490.0,0.06549,False,2020-05,económico
LIBRE ELECCION NACIONAL 07A EMPRESAS,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,En Comercialización,1.92,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2020-05-01,2020-07-01,63-LEN07A-20,107,Z,0.0,UF,5000.0,True,True,False,71040.0,0.07104,True,2020-05,económico
LIBRE ELECCION NACIONAL 08A EMPRESAS,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,En Comercialización,2.21,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2020-05-01,2020-07-01,63-LEN08A-20,107,Z,0.0,UF,5000.0,True,True,False,81770.0,0.08177,True,2020-05,económico
LIBRE ELECCION NACIONAL 09A EMPRESAS,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,En Comercialización,2.27,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2020-05-01,2020-07-01,63-LEN09A-20,107,Z,0.0,UF,5000.0,True,True,False,83990.0,0.08399,True,2020-05,económico
LIBRE ELECCION NACIONAL 10A EMPRESAS,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,En Comercialización,2.43,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2020-05-01,2020-07-01,63-LEN10A-20,107,Z,0.0,UF,5000.0,True,True,False,89910.0,0.08991,True,2020-05,económico
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,5.85,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71300078,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,216450.0,0.21645,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,3.3,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71300996,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,122100.0,0.1221,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,7.96,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71302159,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,294520.0,0.29452,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,5.89,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71302266,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,217930.0,0.21793,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,3.56,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71302275,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,131720.0,0.13172,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,2.11,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71302493,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,78070.0,0.07807,True,2000-07,económico
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,0.87,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71302589,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,32190.0,0.03219,False,2000-07,económico
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,0.84,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71303598,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,31080.0,0.03108,False,2000-07,económico
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,4.16,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71303873,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,153920.0,0.15392,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,4.99,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71308405,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,184630.0,0.18463,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,8.41,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71309893,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,311170.0,0.31117,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,4.13,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71313402,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,152810.0,0.15281,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,1.57,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71314522,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,58090.0,0.05809,False,2000-07,económico
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,3.59,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71320384,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,132830.0,0.13283,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,15.47,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71320995,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,572390.0,0.57239,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,3.71,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71325417,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,137270.0,0.13727,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,5.4,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71325452,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,199800.0,0.1998,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,9.62,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71330288,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,355940.0,0.35594,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,4.88,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71331006,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,180560.0,0.18056,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,3.15,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71334371,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,116550.0,0.11655,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,8.86,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71336143,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,327820.0,0.32782,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,5.68,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71337324,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,210160.0,0.21016,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,17.41,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71339940,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,644170.0,0.64417,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,4.13,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71340404,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,152810.0,0.15281,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,4.89,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71344608,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,180930.0,0.18093,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,1.91,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71345811,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,70670.0,0.07067,True,2000-07,económico
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,5.18,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71348313,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,191660.0,0.19166,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,4.96,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71348428,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,183520.0,0.18352,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,1.24,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71349239,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,45880.0,0.04588,False,2000-07,económico
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,0.96,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71350131,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,35520.0,0.03552,False,2000-07,económico
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,1.03,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71350135,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,38110.0,0.03811,False,2000-07,económico
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,1.27,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71350275,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,46990.0,0.04699,False,2000-07,económico
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,3.13,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71351526,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,115810.0,0.11581,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,1.25,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71351653,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,46250.0,0.04625,False,2000-07,económico
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,4.19,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71351774,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,155030.0,0.15503,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,3.96,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71353526,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,146520.0,0.14652,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,10.49,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71353651,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,388130.0,0.38813,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,1.03,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71353954,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,38110.0,0.03811,False,2000-07,económico
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,4.14,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71355468,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,153180.0,0.15318,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,3.48,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71355759,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,128760.0,0.12876,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,3.52,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71357215,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,130240.0,0.13024,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,4.58,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71357786,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,169460.0,0.16946,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,3.56,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71358119,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,131720.0,0.13172,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,4.53,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71361201,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,167610.0,0.16761,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,3.74,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71361580,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,138380.0,0.13838,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,4.6,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71364715,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,170200.0,0.1702,True,2000-07,caro
